venueId,fullName,shortName,capacity,city,country
254,New Douglas Park,New Douglas Park,0,Hamilton,Scotland
256,Toughsheet Community Stadium,Toughsheet Community Stadium,0,Manchester,England
257,Portman Road,none,0,Ipswich,England
269,Albert Bartlett Stadium,Albert Bartlett Stadium,0,Airdrie,Scotland
279,Craven Cottage,none,0,London,England
280,Ewood Park,none,0,Blackburn,England
281,Recreation Park,none,0,Darvel,Scotland
305,Memorial Stadium,Memorial Stadium,0,Bristol,England
307,Villa Park,none,0,Birmingham,England
315,Abe Lenstra Stadion,none,0,Heerenveen,Netherlands
316,De Vijverberg,none,0,Doetinchem,Netherlands
318,Gelredome,none,0,Arnhem,Netherlands
322,Stadion Feijenoord,Stadion Feijenoord,0,Rotterdam,Netherlands
334,Olympiastadion Berlin,Olympiastadion Berlin,0,Berlin,Germany
335,LEAG Energie Stadion,LEAG Energie Stadion,0,Cottbus,Germany
339,Stade Louis II,Stade Louis II,0,Monaco,France
344,Leonardo Garilli,none,0,Piacenza,Italy
346,Benito Villamarín,Benito Villamarín,0,Sevilla,Spain
350,Fritz-Walter Stadion,none,0,Kaiserslautern,Germany
389,Broadwood Stadium,none,0,Cumbernauld,Scotland
600,Jan Breydel Stadium,none,0,Brugge,Belgium
601,Brondby Stadion,none,0,Brøndby,Denmark
812,Ramón Sánchez-Pizjuán,Ramón Sánchez-Pizjuán,0,Sevilla,Spain
986,Estadio Heliodoro Rodríguez López,Estadio Heliodoro Rodríguez Lópe,0,Santa Cruz de Tenerife,Spain
1153,King Baudouin Stadium,none,0,Brussels,Belgium
1159,The EBB Stadium,The EBB Stadium,0,Aldershot,England
1160,J. Davidson Stadium,J. Davidson Stadium,0,Manchester,England
1198,Bloomfield Stadium,none,0,Tel-Aviv,Israel
1219,FK Partizan Stadium,none,0,Belgrade,Serbia
1222,Rajko Mitic Stadium,Rajko Mitic Stadium,0,Belgrade,Serbia
1224,Luzhniki Stadium,none,0,Moscow,Russia
1225,Stadionul Steaua,none,0,Bucuresti,Romania
1234,Dalymount Park,none,0,Dublin,none
1246,Daegu Stadium,none,0,Daegu,South Korea
1252,Estadio Ciudad de los Deportes,Estadio Ciudad de los Deportes,0,Mexico City,Mexico
1264,Estadio Cuauhtémoc,none,0,Puebla,Mexico
1266,Estadio Corona,none,0,Torreón,Mexico
1268,Daiwa House Premist Dome,Daiwa House Premist Dome,0,Sapporo,Japan
1271,Kobe Wing Stadium,none,0,Kobe,Japan
1276,Yanmar Stadium Nagai,Yanmar Stadium Nagai,0,Nagai,Japan
1277,Windsor Park,Windsor Park,0,Belfast,Northern Ireland
1279,Seoul World Cup Stadium,none,0,Seoul,South Korea
1281,Niigata Stadium Big Swan,none,0,Niigata,Japan
1285,Gwangju World Cup Stadium,none,0,Gwangju,Korea Republic
1299,Jenner Park,none,0,Barry,Wales
1303,Arasen stadion,none,0,Lillestrøm,Norway
1305,Ljudski vrt,none,0,Maribor,Slovenia
1340,Gayfield Park,Gayfield Park,0,Arbroath,Scotland
1342,MGM Timber Bayview Stadium,MGM Timber Bayview Stadium,0,East Fife,Scotland
1344,McDiarmid Park,none,0,Perth,Scotland
1347,Kuflink Stadium,Kuflink Stadium,0,Northfleet,England
1349,SO Legal Stadium,SO Legal Stadium,0,Barrow-in-Furness,England
1374,Aukstaitija Stadium,none,0,Panevezys,Lithuania
1376,Right to Dream Park,Right to Dream Park,0,Farum,Denmark
1392,Ullevaal Stadion,none,0,Oslo,Norway
1396,Shamrock Park,none,0,Portadown,Northern Ireland
1402,Estadio Victoria,none,0,Aguascalientes,Mexico
1407,Carlos Belmonte,none,0,Albacete,Spain
1411,Enrique Roca,Enrique Roca,0,Murcia,Spain
1413,Arrowhead Stadium,none,0,"Kansas City, Missouri",USA
1419,Empower Field at Mile High,Empower Field at Mile High,0,"Denver, Colorado",USA
1421,Lincoln Financial Field,none,0,"Philadelphia, Pennsylvania",USA
1423,Dignity Health Sports Park,none,0,"Carson, California",USA
1437,Maksimir,Maksimir,0,Zagreb,Croatia
1445,Wham Stadium,Wham Stadium,0,Accrington,England
1446,Cotton Bowl,none,0,Dallas,USA
1452,Soldier Field,none,0,"Chicago, Illinois",USA
1454,The Lamb Ground,none,0,Tamworth,England
1467,Estádio do Dragão,Estádio do Dragão,0,Porto,Portugal
1468,Estádio Algarve,Estádio Algarve,0,Almancil,Portugal
1470,Estádio da Luz,Estádio da Luz,0,Lisbon,Portugal
1491,Georgios Karaiskakis Stadium,Georgios Karaiskakis Stadium,0,Piraeus,Greece
1492,Pankritio Stadium,none,0,Crete,Greece
1495,Panthessaliko Stadium,Panthessaliko Stadium,0,Volos,Greece
1497,Bruchwegstadion,Bruchwegstadion,0,Mainz,Germany
1498,Valley Parade,none,0,Bradford,England
1502,Broadfield Stadium,Broadfield Stadium,0,Crawley,England
1510,Aspmyra Stadion,none,0,Bodø/Glimt,Norway
1515,Estadio Rommel Fernández Gutiérrez,Estadio Rommel Fernández Gutiérr,0,Panama City,Panama
1521,Tivoli,none,0,Aachen,Germany
1523,Falkirk Stadium,none,0,Falkirk,Scotland
1524,Acrisure Stadium,Acrisure Stadium,0,"Pittsburgh, Pennsylvania",USA
1525,Chase Stadium,Chase Stadium,0,"Fort Lauderdale, Florida",USA
1530,Titan Stadium,Titan Stadium,0,"Fullerton, California",USA
1531,Estadio Cuscatlán,Estadio Cuscatlán,0,San Salvador,El Salvador
1541,Borussia-Park,none,0,Mönchengladbach,Germany
1542,Heinz von Heiden-Arena,Heinz von Heiden-Arena,0,Hannover,Germany
1547,Stade de France,none,0,Saint-Denis,France
1557,Ta' Qali National Stadium,Ta' Qali National Stadium,0,Attard,Malta
1561,Cairo International Stadium,none,0,Cairo,Egypt
1562,Kadriorg Stadium,none,0,Tallinn,Estonia
1565,El Sadar,El Sadar,0,Pamplona,Spain
1566,Los Pajaritos,Los Pajaritos,0,Soria,Spain
1568,Estadio Bernabéu,Estadio Bernabéu,0,Madrid,Spain
1606,GSP Stadium,GSP Stadium,0,Nicosia,Cyprus
1608,Renzo Barbera,none,0,Palermo,Italy
1621,Hong Kong Stadium,none,0,Hong Kong,Hong Kong
1622,Estadio Nacional Julio Martínez Prádanos,Estadio Nacional Julio Martínez ,0,Santiago,Chile
1625,Spotify Camp Nou,Spotify Camp Nou,0,Barcelona,Spain
1626,Estadio Municipal de Anoeta,Estadio Municipal de Anoeta,0,Anoeta Stadium,Spain
1627,La Rosaleda,La Rosaleda,0,Malaga,Spain
1628,Ciutat de Valencia,Ciutat de Valencia,0,Manises,Spain
1629,El Sardinero,El Sardinero,0,Santander,Spain
1630,Estadio de la Cerámica,Estadio de la Cerámica,0,Villarreal,Spain
1631,Estadi Mallorca Son Moix,Estadi Mallorca Son Moix,0,Palma de Mallorca,Spain
1632,Estadi Olímpic Lluís Companys,Estadi Olímpic Lluís Companys,0,Barcelona,Spain
1633,ABANCA-Riazor,ABANCA-Riazor,0,La Coruña,Spain
1634,La Romareda,La Romareda,0,Zaragoza,Spain
1635,Mestalla,Mestalla,0,Manises,Spain
1642,Stadio Giuseppe Meazza,Stadio Giuseppe Meazza,0,Milano,Italy
1647,A. Le Coq Arena,none,0,Tallinn,Estonia
1648,Rheinpark Stadion,none,0,Vaduz,Liechtenstein
1659,Estadio Olímpico Atahualpa,Estadio Olímpico Atahualpa,0,Quito,Ecuador
1660,Atatürk Olimpiyat,Atatürk Olimpiyat,0,Istanbul,Türkiye
1662,Estadio José Pachencho Romero,Estadio José Pachencho Romero,0,Maracaibo,Venezuela
1667,"Dinamo Stadion, Minsk","Dinamo Stadion, Minsk",0,Minsk,Belarus
1672,Azteca Stadium,none,0,Mexico City,Mexico
1680,The Coventry Building Society Arena,The Coventry Building Society Ar,0,Coventry,England
1688,Boris Paichadze Stadium,none,0,Tbilisi,Georgia
1689,Antonis Papadopoulos,none,0,Larnaca,Cyprus
1690,Gamla Ullevi,none,0,Göteborg,Sweden
1694,Tammelan Stadion,Tammelan Stadion,0,Tampere,Finland
1696,Richmond Park,none,0,Dublin,Republic of Ireland
1697,Turner's Cross,none,0,Cork,Republic of Ireland
1699,Pirelli Stadium,none,0,"Burton-upon-Trent, Staffordshire",England
1703,The Montgomery Waters Latham Park Stadium,The Montgomery Waters Latham Par,0,Newtown,Wales
1722,Los Angeles Memorial Coliseum,none,0,"Los Angeles, California",USA
1723,Asito Stadion,Asito Stadion,0,Almelo,Netherlands
1731,Juan Carmelo Zerillo (El Bosque),Juan Carmelo Zerillo (El Bosque),0,La Plata,Argentina
1756,Romssa Arena,Romssa Arena,0,Tromsø,Norway
1764,Pratt & Whitney Stadium at Rentschler Field,Pratt & Whitney Stadium at Rents,0,"East Hartford, Connecticut",USA
1770,Municipal de Chapín,Municipal de Chapín,0,Jerez De La Frontera,Spain
1771,Estadio Abanca-Balaídos,Estadio Abanca-Balaídos,0,Vigo,Spain
1772,Mendizorroza,Mendizorroza,0,Vitoria-Gasteiz,Spain
1789,Lerkendal Stadium,none,0,Trondheim,Norway
1790,Bluenergy Stadium,Bluenergy Stadium,0,Udine,Italy
1791,VELTINS-Arena,VELTINS-Arena,0,Gelsenkirchen,Germany
1793,Ernst-Happel-Stadion,Ernst-Happel-Stadion,0,Wien,Austria
1795,Apostolos Nikolaidis,none,0,Athens,Greece
1797,Estadio Nacional Mateo Flores,Estadio Nacional Mateo Flores,0,Guatemala City,Guatemala
1800,Suncorp Stadium,Suncorp Stadium,0,Brisbane,Australia
1802,Hindmarsh Stadium,none,0,Adelaide,Australia
1804,Central Coast Stadium,none,0,New South Wales,Australia
1809,Jan Breydelstadion,Jan Breydelstadion,0,Brugge,Belgium
1810,Ulker Stadyumu,Ulker Stadyumu,0,Istanbul,Türkiye
1811,Lotto Park,Lotto Park,0,Brussels,Belgium
1817,Estadio Germán Becker,none,0,Temuco,Chile
1819,Estadio Fiscal,Estadio Fiscal,0,Talca,Chile
1820,Estadio Sausalito,none,0,Vina del Mar,Chile
1824,Estadio La Portada,none,0,Estadio La Portada,Chile
1842,Polideportivo Sur,Polideportivo Sur,0,Envigado,Colombia
1847,Estadio Alfonso López,Estadio Alfonso López,0,Bucaramanga,Colombia
1856,Gran Parque Central,Gran Parque Central,0,Montevideo,Uruguay
1873,Swansea.com Stadium,Swansea.com Stadium,0,Swansea,Wales
1879,Stadion Wankdorf,Stadion Wankdorf,0,Bern,Switzerland
1880,Stade des Martyrs,Stade des Martyrs,0,Kinshasa,Congo
1884,Felix Houphouet-Boigny,none,0,Abidjan,Ivory Coast
1895,Stade Sébastien Charléty,Stade Sébastien Charléty,0,Paris,France
1900,Exercise Stadium,Exercise Stadium,0,Harrogate,England
1912,Nyayo National Stadium,none,0,Nairobi,Kenya
1913,Estadio Hernando Siles,none,0,La Paz,Bolivia
1914,Stade Amahoro,none,0,Kigali,Rwanda
1917,Stade Omnisport Ahmadou Ahidjo,Stade Omnisport Ahmadou Ahidjo,0,Yaoundé,Cameroon
1918,Park Avenue,none,0,Aberystwyth,Wales
1931,Ajinomoto Stadium,none,0,Tokyo,Japan
1933,Nissan Stadium,Nissan Stadium,0,Yokohama,Japan
1935,Allianz Arena,Allianz Arena,0,München,Germany
1955,Estadio Misael Delgado,none,0,Valencia,Venezuela
1960,Estadio IV Centenário,none,0,Tarija,Bolivia
1963,Nuevo Mirandilla,Nuevo Mirandilla,0,La Línea de la Concepción,Spain
1996,Estadio El Teniente,Estadio El Teniente,0,Rancagua,Chile
2015,Estadio Río Parapití,none,0,Pedro Juan Caballero,Paraguay
2022,Ohio Stadium,none,0,"Columbus, Ohio",USA
2023,Wembley Stadium,none,0,London,England
2052,Estadio Huachipato-CAP Acero,Estadio Huachipato-CAP Acero,0,Talcahuano,Chile
2070,Donaustadion,none,0,Ulm,Germany
2085,Seacon Stadion – De Koel –,Seacon Stadion – De Koel –,0,Venlo,Netherlands
2166,Frans Heesen Stadion,Frans Heesen Stadion,0,Oss,Netherlands
2192,Stadio di Cornaredo,Stadio di Cornaredo,0,Lugano,Switzerland
2194,Örjans Vall,none,0,Halmstads,Sweden
2209,Parken,Parken,0,Copenhagen,Denmark
2218,San Mamés,none,0,Bilbao,Spain
2242,Camping World Stadium,Camping World Stadium,0,"Orlando, Florida",USA
2260,Stade Robert Bobin,none,0,Bondoufle,France
2266,SeatGeek Stadium,none,0,"Bridgeview, Illinois",USA
2267,Emirates Stadium,none,0,London,England
2271,Parc des Princes,none,0,Paris,France
2281,Tolka Park,none,0,Dublin,Republic of Ireland
2306,Stade du 26 Mars,none,0,Bamako,Mali
2312,Nou Estadi Costa Daurada,Nou Estadi Costa Daurada,0,Tarragona,Spain
2315,SIGNAL IDUNA PARK,SIGNAL IDUNA PARK,0,Aue,Germany
2316,Max-Morlock-Stadion,Max-Morlock-Stadion,0,Nürnberg,Germany
2317,SchücoArena,SchücoArena,0,Bielefeld,Germany
2318,Deutsche Bank Park,Deutsche Bank Park,0,Frankfurt,Germany
2319,MHPArena,MHPArena,0,Stuttgart,Germany
2320,Volkswagen Arena,none,0,Wolfsburg,Germany
2323,Roazhon Park,Roazhon Park,0,Rennes,France
2324,Stade Geoffroy-Guichard,Stade Geoffroy-Guichard,0,Saint-Etienne,France
2325,Stade Félix Bollaert-Delélis,Stade Félix Bollaert-Delélis,0,Lens,France
2326,Stade Bonal,none,0,Montbéliard,France
2329,La Beaujoire-Louis-Fonteneau,none,0,Nantes,France
2330,Stade de l'Aube,Stade de l'Aube,0,Paris,France
2332,Stade du Moustoir - Yves Allainmat,Stade du Moustoir - Yves Allainm,0,Lorient,France
2333,Orange Vélodrome,Orange Vélodrome,0,Marseille,France
2334,Stade Marcel-Picot,Stade Marcel-Picot,0,Nancy,France
2341,Stade de Tourbillon,Stade de Tourbillon,0,Sion,Switzerland
2350,Parque Abraham Paladino,none,0,Montevideo,Uruguay
2352,Estádio José Alvalade,Estádio José Alvalade,0,Lisbon,Portugal
2354,Vasil Levski National Stadium,Vasil Levski National Stadium,0,Sofia,Bulgaria
2357,Veltins Arena,none,0,Gelsenkirchen,Germany
2360,Lokotrans Aréna,Lokotrans Aréna,0,Mladá Boleslav,Czechia
2371,Estadio SkyFi Castalia,Estadio SkyFi Castalia,0,Castellón,Spain
2393,Leon Arena,Leon Arena,0,Moscow,Russia
2400,Stade Crédit Agricole de la Licorne,Stade Crédit Agricole de la Lico,0,Amiens,France
2407,Stade Parsemain,none,0,Fos-Sur-Mer,France
2417,Stadio Adriatico,Stadio Adriatico,0,Pescara,Italy
2420,Alberto Picco,none,0,La Spezia,Italy
2421,San Nicola,none,0,Bari,Italy
2424,Stadio Danilo Martelli,Stadio Danilo Martelli,0,Mantova,Italy
2436,Stadion Oberwerth,none,0,Koblenz,Germany
2439,GP Stadion am Hardtwald,GP Stadion am Hardtwald,0,Sandhausen,Germany
2461,Giovanni Zini,none,0,Cremona,Italy
2470,U-Power Stadium,U-Power Stadium,0,Monza,Italy
2472,Silvio Piola,none,0,Novara,Italy
2475,M-Scores Stadion,M-Scores Stadion,0,Dordrecht,Netherlands
2482,De Geusselt,none,0,Maastricht,Netherlands
2484,De Adelaarshorst,none,0,Deventer,Netherlands
2485,Sportpark Ter Specke,none,0,Lisse,Netherlands
2486,Sportpark Duinwetering,none,0,Noordwijkerhout,Netherlands
2487,Sportpark de Westmaat (IJsselmeervogels),Sportpark de Westmaat (IJsselmee,0,Bunschoten,Netherlands
2488,Sportpark Schildman,none,0,Hendrik-Ido-Ambacht,Netherlands
2489,Sportpark De Wetering,none,0,Genemuiden,Netherlands
2498,Sportpark De Vegtlust,none,0,Berkum,Netherlands
2499,Sportpark Zuid,none,0,Groesbeek,Netherlands
2509,Athlone Stadium,none,0,Cape Town,South Africa
2510,Thohoyandou Stadium,none,0,Thohoyandou,South Africa
2523,Kimberley Stadium,none,0,Saltash,South Africa
2524,Dr. Petrus Molemela Stadium,Dr. Petrus Molemela Stadium,0,Bloemfontein,South Africa
2528,Princess Magogo Stadium,none,0,Durban,South Africa
2532,King Goodwill Zwelithini Stadium,King Goodwill Zwelithini Stadium,0,Durban,South Africa
2533,Harry Gwala Stadium,none,0,Pietermaritzburg,South Africa
2543,Chatsworth Stadium,Chatsworth Stadium,0,Durban,South Africa
2544,Dobsonville Stadium,none,0,Soweto,South Africa
2546,Seshego Stadium,none,0,Polokwane,South Africa
2555,Yamaha Stadium,none,0,Iwata,Japan
2559,Kashima Soccer Stadium,none,0,Kashima,Japan
2574,Ahmad bin Ali Stadium,Ahmad bin Ali Stadium,0,Doha,Qatar
2578,Newport Stadium,none,0,Newport,England
2579,Westleigh Park,Westleigh Park,0,Havant,England
2584,The Dripping Pan,none,0,East Sussex,England
2585,Kal Group Stadium,Kal Group Stadium,0,none,England
2588,Artemio Franchi,Artemio Franchi,0,Firenze,Italy
2590,Luigi Ferraris,Luigi Ferraris,0,Genova,Italy
2591,Stadio Carlo Castellani – Computer Gross Arena,Stadio Carlo Castellani – Comput,0,Empoli,Italy
2592,Stadio Marcantonio Bentegodi,Stadio Marcantonio Bentegodi,0,Verona,Italy
2594,Ennio Tardini,Ennio Tardini,0,Parma,Italy
2599,Olimpico Grande Torino,Olimpico Grande Torino,0,Torino,Italy
2615,York Road,none,0,Maidenhead,England
2617,Vivekananda Yuba Bharati Krirangan Stadium,Vivekananda Yuba Bharati Krirang,0,Kolkata,India
2626,Carlos Salazar Hijo,none,0,Suchitepéquez,Guatemala
2652,Diego Armando Maradona,Diego Armando Maradona,0,Buenos Aires,Argentina
2654,Meadowbank Stadium,Meadowbank Stadium,0,Edinburgh,Scotland
2655,Princess Royal Park,none,0,Banff,Scotland
2658,Estadio Monumental David Arellano,none,0,Santiago,Chile
2669,Jalan Besar Stadium,Jalan Besar Stadium,0,Kallang,Singapore
2676,BBBank Wildpark,BBBank Wildpark,0,Karlsruhe,Germany
2706,My Dinh National Stadium,My Dinh National Stadium,0,Hanoi,Vietnam
2710,State Farm Stadium,State Farm Stadium,0,"Glendale, Arizona",USA
2731,Dick's Sporting Goods Park,none,0,"Commerce City, Colorado",USA
2736,El Gigante de Alberdi,none,0,Córdoba,Argentina
2747,Orogel Stadium - Dino Manuzzi,Orogel Stadium - Dino Manuzzi,0,Cesena,Italy
2749,Kanjuruhan Stadium,none,0,Malang Regency,Indonesia
2757,Al Nahyan Stadium,none,0,Abu Dhabi,United Arab Emirates
2761,Brawijaya Stadium,none,0,Kediri,Indonesia
2765,Thammasat Stadium,none,0,Khlong Nueng,Thailand
2781,Estadio La Cartuja,Estadio La Cartuja,0,Sevilla,Spain
2782,Malvinas Argentinas (Mendoza),Malvinas Argentinas (Mendoza),0,Mendoza,Argentina
2788,Athens Olympic Stadium,Athens Olympic Stadium,0,Athens,Greece
2792,Renato Dall'Ara,Renato Dall'Ara,0,Bologna,Italy
2800,Stade du Pays de Charleroi,none,0,Charleroi,Belgium
2804,Daio Wasabi Stayen Stadium,Daio Wasabi Stayen Stadium,0,Sint-Truiden,Belgium
2807,Vejle Stadion,none,0,Vejle,Denmark
2808,Energi Viborg Arena,Energi Viborg Arena,0,Viborg,Denmark
2830,Stade Paul Lignon,none,0,Rodez,France
2835,Stade Auguste Delaune,none,0,Reims,France
2838,Stade de la Source,none,0,Orleans,France
2850,Estadio Agustín Tovar,none,0,Barinas,Venezuela
2862,Estadio ueno Defensores del Chaco,Estadio ueno Defensores del Chac,0,Asunción,Paraguay
2890,Gelora Bung Karno Stadium,none,0,Jakarta,Indonesia
2898,Lyngby Stadion,none,0,Lyngby,Denmark
2900,Estadio Andrés Quintana Roo,none,0,Cancún,Mexico
2938,Solitude,none,0,Belfast,Northern Ireland
2948,Arena Nicnet,Arena Nicnet,0,Ribeirão Preto,Brazil
2964,Nuevo Gasómetro,Nuevo Gasómetro,0,Buenos Aires,Argentina
2974,Ceres Park & Arena,Ceres Park & Arena,0,Aarhus,Denmark
2975,Blue Water Arena,none,0,Esbjerg,Denmark
2980,Stade de la Meinau,none,0,Strasbourg,France
2981,Stade Saint-Symphorien,none,0,Metz,France
2982,Stade Michel-d'Ornano,none,0,Caen,France
2991,Diego Armando Maradona,Diego Armando Maradona,0,Napoli,Italy
2995,Volksparkstadion,Volksparkstadion,0,Hamburg Norderstedt,Germany
2996,Vonovia Ruhrstadion,Vonovia Ruhrstadion,0,Bochum,Germany
2998,SCHAUINSLAND-REISEN-ARENA,SCHAUINSLAND-REISEN-ARENA,0,Duisburg,Germany
3000,Ostseestadion,Ostseestadion,0,Rostock,Germany
3004,Estadio Miguel Grau del Callao,Estadio Miguel Grau del Callao,0,Callao,Peru
3020,General Santander,General Santander,0,Cúcuta,Colombia
3024,UD Almería Stadium,UD Almería Stadium,0,Almería,Spain
3025,José Zorrilla,José Zorrilla,0,Valladolid,Spain
3056,Fredrikstad Stadion,none,0,Fredrikstad,Norway
3058,Sky Stadium,Sky Stadium,0,Wellington,New Zealand
3068,Estadio Municipal De La Florida,none,0,Santiago,Chile
3078,Wuhan Sports Center Stadium,none,0,Wuhan,China PR
3079,Tianjin Olympic Center Stadium,none,0,Tianjin,China PR
3082,Stadium mk,Stadium mk,0,Milton Keynes,England
3091,Dudgeon Park,none,0,Brora,Scotland
3092,Grant Street Park,none,0,Inverness,Scotland
3094,Bellslea Park,none,0,Fraserburgh,Scotland
3095,Grant Park,none,0,Lossiemouth,Scotland
3097,Harmsworth Park,none,0,Wick,Scotland
3099,Harlaw Park,none,0,Inverurie,Scotland
3104,Wolfson Stadium,none,0,Kwazakhele,South Africa
3113,Stade Vélodrome,Stade Vélodrome,0,Marseille,France
3122,Fritz-Walter-Stadion,none,0,Kaiserslautern,Germany
3130,Prestonfield,none,0,Linlithgow,Scotland
3133,Ferguson Park,none,0,Rosewell,Scotland
3153,Dolphin Stadium,none,0,Queensland,Australia
3171,Stade de Balmont,none,0,Lyon,France
3173,Adelaide Oval,none,0,Adelaide,Australia
3197,BetWright Stadium,BetWright Stadium,0,London,England
3201,Alberto Braglia,none,0,Modena,Italy
3224,Raymond James Stadium,Raymond James Stadium,0,"Tampa, Florida",USA
3234,Warner Park,Warner Park,0,Basseterre,none
3250,Ciudad de Vicente López,Ciudad de Vicente López,0,Buenos Aires,Argentina
3253,Bautista Gargantini,Bautista Gargantini,0,Mendoza,Argentina
3257,Nueva España,Nueva España,0,Buenos Aires,Argentina
3265,Couto Pereira,Couto Pereira,0,Curitiba,Brazil
3267,Mpumalanga Stadium,Mpumalanga Stadium,0,Hammarsdale,South Africa
3277,Stade de l'Amitie,Stade de l'Amitie,0,Cotonou,Benin
3278,Stade Saputo,Stade Saputo,0,Montreal,Canada
3282,The Bolt New Lawn,The Bolt New Lawn,0,Forest Green,England
3305,Estadio Olímpico Benito Juárez,Estadio Olímpico Benito Juárez,0,Ciudad Juárez,Mexico
